gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2248846356	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=CHMEP193-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		UNRANKED	BOLD:AAI5828	BOLD:AAI5828		CA	Churchill, 16 km E Churchill, tundra ponds, Vegetation & margins	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.755	-93.915							2010-08-09T00:00:00	9	8	2010	10035095	2234809	MATERIAL_SAMPLE			CCDB-08345-G10		Angela Telfer		CC_BY_4_0	Barcode of Life Datasystems	J. Witt			2020-09-05T05:53:59.099Z		GEODETIC_DATUM_ASSUMED_WGS84
2248846272	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=CHMEP189-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		UNRANKED	BOLD:AAI5828	BOLD:AAI5828		CA	Churchill, 16 km E Churchill, tundra ponds, Vegetation & margins	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.755	-93.915							2010-08-09T00:00:00	9	8	2010	10035095	2234809	MATERIAL_SAMPLE			CCDB-08345-G06		Angela Telfer		CC_BY_4_0	Barcode of Life Datasystems	J. Witt			2020-09-05T05:53:58.682Z		GEODETIC_DATUM_ASSUMED_WGS84
2248846025	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=CHMEP204-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		UNRANKED	BOLD:ADM0154	BOLD:ADM0154		CA	Churchill, 16 km SW Churchill, Churchill River Pump House, Still Inlet to Churchill River	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.626	-94.23							2010-08-04T00:00:00	4	8	2010	9840830	2234822	MATERIAL_SAMPLE			CCDB-08345-H09		Angela Telfer		CC_BY_4_0	Barcode of Life Datasystems	J. Bowman			2020-09-05T05:54:10.684Z		GEODETIC_DATUM_ASSUMED_WGS84
2248845855	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=CHMEP203-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		UNRANKED	BOLD:ADM0154	BOLD:ADM0154		CA	Churchill, 16 km SW Churchill, Churchill River Pump House, Still Inlet to Churchill River	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.626	-94.23							2010-08-04T00:00:00	4	8	2010	9840830	2234822	MATERIAL_SAMPLE			CCDB-08345-H08		Angela Telfer		CC_BY_4_0	Barcode of Life Datasystems	J. Bowman			2020-09-05T05:52:54.912Z		GEODETIC_DATUM_ASSUMED_WGS84
2248845744	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=CHMEP188-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		UNRANKED	BOLD:AAI5828	BOLD:AAI5828		CA	Churchill, 16 km E Churchill, tundra ponds, Vegetation & margins	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.755	-93.915							2010-08-09T00:00:00	9	8	2010	10035095	2234809	MATERIAL_SAMPLE			CCDB-08345-G05		Angela Telfer		CC_BY_4_0	Barcode of Life Datasystems	J. Witt			2020-09-05T05:53:40.834Z		GEODETIC_DATUM_ASSUMED_WGS84
2248845734	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=CHMEP206-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		UNRANKED	BOLD:ADM0154	BOLD:ADM0154		CA	Churchill, 16 km SW Churchill, Churchill River Pump House, Still Inlet to Churchill River	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.626	-94.23							2010-08-04T00:00:00	4	8	2010	9840830	2234822	MATERIAL_SAMPLE			CCDB-08345-H11		Angela Telfer		CC_BY_4_0	Barcode of Life Datasystems	J. Bowman			2020-09-05T05:53:40.623Z		GEODETIC_DATUM_ASSUMED_WGS84
2248845582	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=CHMEP202-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		UNRANKED	BOLD:ADM0154	BOLD:ADM0154		CA	Churchill, 16 km SW Churchill, Churchill River Pump House, Still Inlet to Churchill River	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.626	-94.23							2010-08-04T00:00:00	4	8	2010	9840830	2234822	MATERIAL_SAMPLE			CCDB-08345-H07		Angela Telfer		CC_BY_4_0	Barcode of Life Datasystems	J. Bowman			2020-09-05T05:53:40.633Z		GEODETIC_DATUM_ASSUMED_WGS84
2248845576	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=CHMEP190-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		UNRANKED	BOLD:AAI5828	BOLD:AAI5828		CA	Churchill, 16 km E Churchill, tundra ponds, Vegetation & margins	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.755	-93.915							2010-08-09T00:00:00	9	8	2010	10035095	2234809	MATERIAL_SAMPLE			CCDB-08345-G07		Angela Telfer		CC_BY_4_0	Barcode of Life Datasystems	J. Witt			2020-09-05T05:52:52.089Z		GEODETIC_DATUM_ASSUMED_WGS84
2248716131	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1375-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-03T00:00:00	3	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:53:10.193Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248714872	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1486-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake, vegetation	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-15T00:00:00	15	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:53:58.229Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248714353	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1413-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-03T00:00:00	3	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:54:18.785Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248714000	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1374-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-03T00:00:00	3	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:53:20.581Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248713889	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1456-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-03T00:00:00	3	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:53:06.934Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248713780	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1462-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-03T00:00:00	3	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:53:12.075Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248713734	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1373-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-03T00:00:00	3	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:54:38.937Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248713291	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1414-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-03T00:00:00	3	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:53:58.297Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248712959	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1376-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-03T00:00:00	3	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:53:07.675Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248712908	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=BACZP1452-16	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		UNRANKED	BOLD:AAI5824	BOLD:AAI5824		CA	Crawford lake	Ontario	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	43.469	-79.948							2016-06-03T00:00:00	3	6	2016	10261363	8264455	MATERIAL_SAMPLE			ECO-CH-Z		Manuel Elias-Gutierrez		CC_BY_4_0	Barcode of Life Datasystems	Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-05T05:54:38.483Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248515155	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=AEDNA665-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		UNRANKED	BOLD:ADM0154	BOLD:ADM0154		CA	Churchill, 16 km E Churchill, Bird Cove, Rock Bluff A, Pond #80	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.771	-93.845							2012-07-16T00:00:00	16	7	2012	9840830	2234822	MATERIAL_SAMPLE			CCDB-08111-A08				CC_BY_4_0	Barcode of Life Datasystems	S.C.James			2020-09-05T05:53:54.546Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248514528	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=AEDNA666-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Churchill, 16 km E Churchill, Bird Cove, Rock Bluff A, Pond #12	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.771	-93.845							2012-07-16T00:00:00	16	7	2012	2234822	2234822	MATERIAL_SAMPLE			CCDB-08111-A09				CC_BY_4_0	Barcode of Life Datasystems	S.C.James			2020-09-05T05:52:48.162Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
2248514426	040c5662-da76-4782-a48e-cdea1892d14c	http://bins.boldsystems.org/index.php/Public_RecordView?processid=AEDNA696-12	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		UNRANKED	BOLD:ADM0154	BOLD:ADM0154		CA	Churchill, 16 km E Churchill, Bird Cove, Rock Bluff A, Pond #11	Manitoba	PRESENT		b3bf3a83-1f68-4541-a03f-330d30d567f5	58.771	-93.851							2012-07-16T00:00:00	16	7	2012	9840830	2234822	MATERIAL_SAMPLE			CCDB-08111-D03				CC_BY_4_0	Barcode of Life Datasystems	Y. Jeong, E. Levene			2020-09-05T05:53:36.573Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
1898324810	34fbcf59-d9bb-47e7-9672-99e13ea8c736	fecf62b9-9ca5-4528-8292-8d889b25e383	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia rosea		SPECIES	Daphnia rosea Sars, 1862	Daphnia rosea Richard, 1896	Richard, 1896	CA	Lillooet; Pemberton; Blackwater Lake: from dock	British Columbia	PRESENT		cc6110c7-f75c-47c8-8931-f7dd3f324777	50.566667	-122.583333					0.91	0.0	1982-09-26T00:00:00	26	9	1982	2234838	2234838	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	984-00034-006		Gordon Green		CC_BY_4_0	Royal BC Museum	Gail Sandercock			2020-09-05T05:34:39.115Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1898324742	34fbcf59-d9bb-47e7-9672-99e13ea8c736	fe90407d-42ea-4b8b-86ce-c1bfcef7dc1a	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia thorata		SPECIES	Daphnia thorata Forbes, 1893	Daphnia thorata Forbes, 1893	Forbes, 1893	CA		British Columbia	PRESENT	6	cc6110c7-f75c-47c8-8931-f7dd3f324777	50.716667	-119.27					1.0	1.0	1994-05-18T00:00:00	18	5	1994	2234811	2234811	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	994-00150-007		Gordon Green		CC_BY_4_0	Royal BC Museum	Gordon Green; Kelly Sendall			2020-09-05T05:34:39.122Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898324734	34fbcf59-d9bb-47e7-9672-99e13ea8c736	fe5a2807-3a68-4a88-ab27-c3d58a370c34	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia thorata		SPECIES	Daphnia thorata Forbes, 1893	Daphnia thorata Forbes, 1893	Forbes, 1893	CA	Kelowna; Okanagan Lake: MOE site # 0500236, near Kelowna	British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	49.751667	-119.741667					22.5	22.5	1991-09-03T00:00:00	3	9	1991	2234811	2234811	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	994-00079-002		Gordon Green		CC_BY_4_0	Royal BC Museum				2020-09-05T05:34:39.143Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898324268	34fbcf59-d9bb-47e7-9672-99e13ea8c736	fc9eee9c-0e6f-45c1-88f4-5d1d9c325a0f	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia rosea		SPECIES	Daphnia rosea Sars, 1862	Daphnia rosea Richard, 1896	Richard, 1896	CA	Pine Pass; Azouzetta Lake: east of MacKenzie	British Columbia	PRESENT	15	cc6110c7-f75c-47c8-8931-f7dd3f324777	55.383333	-122.616667							1952-08-07T00:00:00	7	8	1952	2234838	2234838	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	983-00053-005				CC_BY_4_0	Royal BC Museum				2020-09-05T05:34:39.662Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898324193	34fbcf59-d9bb-47e7-9672-99e13ea8c736	fc2dd531-9f1b-4df8-a6ef-08192879a786	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia rosea		SPECIES	Daphnia rosea Sars, 1862	Daphnia rosea Richard, 1896	Richard, 1896	CA	Vernon; Mabel Lake; Shuswap River: Shuswap River?, slow backwater, perhaps oxbow, 500 m S of Mabel Lake	British Columbia	PRESENT	5	cc6110c7-f75c-47c8-8931-f7dd3f324777	50.482667	-118.748					0.5	0.5	1994-07-20T00:00:00	20	7	1994	2234838	2234838	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	994-00204-007		Gordon Green		CC_BY_4_0	Royal BC Museum	Gordon Green; Jeff Green			2020-09-05T05:34:39.668Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898323513	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f9b618f4-21d8-47df-a72f-618cd84ce53e	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia ambigua		SPECIES	Daphnia ambigua Scourfield, 1947	Daphnia ambigua Scourfield, 1947	Scourfield, 1947	CA	Victoria: Beckwith Pond	British Columbia	PRESENT	20	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.483333	-123.366667					0.25	0.25	1999-04-22T00:00:00	22	4	1999	2234836	2234836	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	999-00174-003		Bert Loro		CC_BY_4_0	Royal BC Museum	Albert Loro			2020-09-05T05:34:37.274Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898323020	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f7c5bf5f-638a-47d6-81d6-4d866c971c63	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulicaria		SPECIES	Daphnia pulicaria Forbes, 1893	Daphnia pulicaria Forbes, 1893	Forbes, 1893	CA	Cache Creek; Hat Creek; Finney Lake: near Pavilion	British Columbia	PRESENT	8	cc6110c7-f75c-47c8-8931-f7dd3f324777	50.755	-121.64					0.125	0.07500000000000001	1992-05-21T00:00:00	21	5	1992	2234847	2234847	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	992-00053-004		Gordon Green		CC_BY_4_0	Royal BC Museum	Gordon Green			2020-09-05T05:34:37.485Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898322504	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f59e2773-b444-43bc-9b94-6ded6beb6cd5	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia galeata	mendotae	SUBSPECIES	Daphnia galeata mendotae Birge, 1918	Daphnia galeata mendotae Birge, 1918	Birge, 1918	CA		British Columbia	PRESENT	5	cc6110c7-f75c-47c8-8931-f7dd3f324777	54.066667	-123.0							1960-06-28T00:00:00	28	6	1960	6284600	2234812	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	983-00072-005		Gordon Green		CC_BY_4_0	Royal BC Museum	J. Balkwill			2020-09-05T05:34:35.554Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898322209	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f4b92bee-177a-4186-9c78-c51ad93a142c	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia thorata		SPECIES	Daphnia thorata Forbes, 1893	Daphnia thorata Forbes, 1893	Forbes, 1893	CA		British Columbia	PRESENT	3	cc6110c7-f75c-47c8-8931-f7dd3f324777	49.783333	-120.516667							1951-08-17T00:00:00	17	8	1951	2234811	2234811	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	983-00783-002		Gordon Green		CC_BY_4_0	Royal BC Museum				2020-09-05T05:34:35.668Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898321915	34fbcf59-d9bb-47e7-9672-99e13ea8c736	f3698741-fb4d-4728-a774-1eac44ac7fe8	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia ambigua		SPECIES	Daphnia ambigua Scourfield, 1947	Daphnia ambigua Scourfield, 1947	Scourfield, 1947	CA		British Columbia	PRESENT	8	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.483333	-123.383333					0.1	0.1	1998-11-23T00:00:00	23	11	1998	2234836	2234836	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	998-00312-001		Bert Loro		CC_BY_4_0	Royal BC Museum	Albert Loro			2020-09-05T05:34:41.494Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898320297	34fbcf59-d9bb-47e7-9672-99e13ea8c736	ed289084-effa-4006-bc98-156658e89585	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia galeata	mendotae	SUBSPECIES	Daphnia galeata mendotae Birge, 1918	Daphnia galeata mendotae Birge, 1918	Birge, 1918	CA		British Columbia	PRESENT	5	cc6110c7-f75c-47c8-8931-f7dd3f324777	50.375	-120.795					1.0	1.0	1992-06-23T00:00:00	23	6	1992	6284600	2234812	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	992-00070-001		Gordon Green		CC_BY_4_0	Royal BC Museum	Gordon Green			2020-09-05T05:34:38.752Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898319556	34fbcf59-d9bb-47e7-9672-99e13ea8c736	ea55239f-5011-4f72-81e7-de5ae1082844	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulicaria		SPECIES	Daphnia pulicaria Forbes, 1893	Daphnia pulicaria Forbes, 1893	Forbes, 1893	CA		British Columbia	PRESENT	9	cc6110c7-f75c-47c8-8931-f7dd3f324777	50.833333	-122.9							1969-05-15T00:00:00	15	5	1969	2234847	2234847	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	991-00748-003		Gordon Green		CC_BY_4_0	Royal BC Museum				2020-09-05T05:34:40.394Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898319131	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e89e7930-1d2b-44bd-8bd8-87dbc393aad7	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia rosea		SPECIES	Daphnia rosea Sars, 1862	Daphnia rosea Richard, 1896	Richard, 1896	CA		British Columbia	PRESENT	1	cc6110c7-f75c-47c8-8931-f7dd3f324777	48.533333	-123.666667							1959-01-01T00:00:00	1	1	1959	2234838	2234838	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	993-00094-004				CC_BY_4_0	Royal BC Museum				2020-09-05T05:34:38.849Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
1898318927	34fbcf59-d9bb-47e7-9672-99e13ea8c736	e7dcc8fe-6c59-4fd3-8da8-f52ba1b34173	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia galeata		SPECIES	Daphnia galeata Sars, 1864	Daphnia galeata Birge, 1918	Birge, 1918	CA	Invermere; Lillian Lake: near Invermere	British Columbia	PRESENT	25	cc6110c7-f75c-47c8-8931-f7dd3f324777	50.5	-116.1							1952-06-06T00:00:00	6	6	1952	2234812	2234812	PRESERVED_SPECIMEN	RBCM	Invertebrate Zoology	983-00666-001		Bert Loro		CC_BY_4_0	Royal BC Museum				2020-09-05T05:34:38.212Z		GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT
