gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2311245802	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JN233925	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia pulicaria		SPECIES	Daphnia pulicaria Forbes, 1893	Daphnia pulicaria		CA	Canada:Manitoba, Churchill, 16 km E Churchill, Bird Cove, Rock Bluff A, rock bluff pond		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.77	-93.85							2008-07-09T00:00:00	9	7	2008	2234847	2234847	PRESERVED_SPECIMEN					Sarah Adamowicz		CC_BY_4_0		C.Carr, S.McCubbin, J.Sones			2020-09-01T18:10:22.319Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2311184818	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KC502301	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia middendorffiana Fischer, 1851	Daphnia middendorffiana		CA	Canada:Manitoba, Churchill, 10 km E of Churchill, Launch Rd Bluffs, Large, close to Hudson, Pond (#3)		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.765	-94.013							2012-07-15T00:00:00	15	7	2012	2234809	2234809	PRESERVED_SPECIMEN							CC_BY_4_0		S.C.James			2020-09-01T18:10:26.807Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2311108504	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JN233924	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba, Churchill, 16 km E Churchill, Bird Cove, Rock Bluff A, pond #3		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.77	-93.85							2008-07-09T00:00:00	9	7	2008	2234822	2234822	PRESERVED_SPECIMEN					Sarah Adamowicz		CC_BY_4_0		S.Adamowicz			2020-09-01T18:10:32.027Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2311005964	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HQ966507	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia ambigua		SPECIES	Daphnia ambigua Scourfield, 1947	Daphnia ambigua		CA	Canada		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	45.3	-78.77							2009-05-20T00:00:00	20	5	2009	2234836	2234836	PRESERVED_SPECIMEN							CC_BY_4_0		N. Jeffery			2020-09-01T18:10:35.228Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310978973	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG313073	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba, Churchill, 16 km SW Churchill, Churchill River Pump House, Still Inlet to Churchill River		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.63	-94.23							2010-08-04T00:00:00	4	8	2010	2234822	2234822	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		J. Bowman			2020-09-01T18:10:22.255Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310753548	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HQ966508	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia ambigua		SPECIES	Daphnia ambigua Scourfield, 1947	Daphnia ambigua		CA	Canada		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	45.3	-78.77							2009-05-20T00:00:00	20	5	2009	2234836	2234836	PRESERVED_SPECIMEN							CC_BY_4_0		N. Jeffery			2020-09-01T18:10:31.865Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310675045	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HM400739	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.77	-93.85							2009-07-28T00:00:00	28	7	2009	2234829	2234809	PRESERVED_SPECIMEN							CC_BY_4_0		S.Schott			2020-09-01T18:10:25.856Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310591364	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG449362	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		SPECIES	Daphnia dentifera Forbes, 1893	Daphnia dentifera		CA	Canada:Ontario, Crawford lake		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	43.47	-79.95							2016-06-03T00:00:00	3	6	2016	8264455	8264455	PRESERVED_SPECIMEN					Manuel Elias-Gutierrez		CC_BY_4_0		Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-01T18:10:23.156Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310443177	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG316107	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba, Churchill, 16 km SW Churchill, Churchill River Pump House, Low tide		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.63	-94.23							2010-07-27T00:00:00	27	7	2010	2234829	2234809	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		Kara Layton			2020-09-01T18:10:44.533Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310180339	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MF746232	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia ambigua		SPECIES	Daphnia ambigua Scourfield, 1947	Daphnia ambigua		CA	Canada:Ontario, Point Pelee NP, 15km SE of Leamington, Marsh Boardwalk Trail		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	41.97	-82.53							2010-06-22T00:00:00	22	6	2010	2234836	2234836	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		T.F.Mitterboeck, C.Vandermeer, V.Junea, C.Sobel			2020-09-01T18:10:20.476Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310135306	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG448663	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		SPECIES	Daphnia dentifera Forbes, 1893	Daphnia dentifera		CA	Canada:Ontario, Crawford lake		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	43.47	-79.95							2016-06-03T00:00:00	3	6	2016	8264455	8264455	PRESERVED_SPECIMEN					Manuel Elias-Gutierrez		CC_BY_4_0		Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-01T18:10:22.188Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310121130	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JN233926	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba, Churchill, 16 km E Churchill, tundra ponds, tundra Lake A		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.76	-93.91							2006-08-15T00:00:00	15	8	2006	2234829	2234809	PRESERVED_SPECIMEN					Manuel Elias-Gutierrez		CC_BY_4_0		M.Elias Guttierrez			2020-09-01T18:10:46.923Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310102834	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HM398429	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.74	-93.82							2002-08-14T00:00:00	14	8	2002	2234829	2234809	PRESERVED_SPECIMEN							CC_BY_4_0					2020-09-01T18:10:30.497Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310073176	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG317967	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba, Churchill, 16 km SW Churchill, Churchill River Pump House, Still Inlet to Churchill River		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.63	-94.23							2010-08-04T00:00:00	4	8	2010	2234822	2234822	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		J. Bowman			2020-09-01T18:10:20.302Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310039951	ad43e954-dd79-4986-ae34-9ccdbd8bf568	GU680596	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.77	-93.85							2008-07-09T00:00:00	9	7	2008	2234822	2234822	PRESERVED_SPECIMEN							CC_BY_4_0		C.Carr, S.McCubbin, J.Sones			2020-09-01T18:10:24.983Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310030605	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG319046	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba, Churchill, 16 km SW Churchill, Churchill River Pump House, Still Inlet to Churchill River		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.63	-94.23							2010-08-04T00:00:00	4	8	2010	2234822	2234822	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		J. Bowman			2020-09-01T18:10:32.519Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2310018670	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MF748599	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia ambigua		SPECIES	Daphnia ambigua Scourfield, 1947	Daphnia ambigua		CA	Canada:Ontario, Point Pelee NP, 15km SE of Leamington, Marsh Boardwalk Trail, open water		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	41.97	-82.53							2010-06-22T00:00:00	22	6	2010	2234836	2234836	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		T.F.Mitterboeck, C.Vandermeer, V.Junea, C.Sobel			2020-09-01T18:10:30.497Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2309861735	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG317471	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba, Churchill, 16 km SW Churchill, Churchill River Pump House, Still Inlet to Churchill River		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.63	-94.23							2010-08-04T00:00:00	4	8	2010	2234822	2234822	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		J. Bowman			2020-09-01T18:10:19.246Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2309850093	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JN233922	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba, Churchill, 16 km E Churchill, Bird Cove, Rock Bluff A, rock bluff pond		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.77	-93.85							2008-07-09T00:00:00	9	7	2008	2234822	2234822	PRESERVED_SPECIMEN					Sarah Adamowicz		CC_BY_4_0		C.Carr, S.McCubbin, J.Sones			2020-09-01T18:10:43.477Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2309810092	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JN233923	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba, Churchill, 16 km E Churchill, Bird Cove, Rock Bluff A, rock bluff pond		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.77	-93.85							2008-07-09T00:00:00	9	7	2008	2234822	2234822	PRESERVED_SPECIMEN					Sarah Adamowicz		CC_BY_4_0		C.Carr, S.McCubbin, J.Sones			2020-09-01T18:10:19.369Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2309749417	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG318010	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba, Churchill, 16 km E Churchill, tundra ponds, Vegetation & margins		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.76	-93.92							2010-08-09T00:00:00	9	8	2010	2234829	2234809	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		J. Witt			2020-09-01T18:10:20.161Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2309739042	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HM400735	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.76	-93.91							2009-07-24T00:00:00	24	7	2009	2234829	2234809	PRESERVED_SPECIMEN							CC_BY_4_0		J.E.Lim			2020-09-01T18:10:18.614Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2309382785	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MF742957	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia ambigua		SPECIES	Daphnia ambigua Scourfield, 1947	Daphnia ambigua		CA	Canada:Ontario, Point Pelee NP, 15km SE of Leamington, Marsh Boardwalk Trail		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	41.97	-82.53							2010-06-22T00:00:00	22	6	2010	2234836	2234836	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		T.F.Mitterboeck, C.Vandermeer, V.Junea, C.Sobel			2020-09-01T18:10:41.985Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2309252514	ad43e954-dd79-4986-ae34-9ccdbd8bf568	KC502300	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba, Churchill, 16 km E Churchill, Bird Cove, Rock Bluff A, Pond #11		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.771	-93.851							2012-07-16T00:00:00	16	7	2012	2234822	2234822	PRESERVED_SPECIMEN							CC_BY_4_0		Y. Jeong, E. Levene			2020-09-01T18:10:32.690Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2309080983	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HM400736	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.76	-93.91							2009-07-24T00:00:00	24	7	2009	2234829	2234809	PRESERVED_SPECIMEN							CC_BY_4_0		J.E.Lim			2020-09-01T18:10:20.514Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2309065695	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG449640	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		SPECIES	Daphnia dentifera Forbes, 1893	Daphnia dentifera		CA	Canada:Ontario, Crawford lake		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	43.47	-79.95							2016-06-03T00:00:00	3	6	2016	8264455	8264455	PRESERVED_SPECIMEN					Manuel Elias-Gutierrez		CC_BY_4_0		Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-01T18:10:32.866Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2308790828	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG315181	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba, Churchill, 16 km E Churchill, tundra ponds, Vegetation & margins		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.76	-93.92							2010-08-09T00:00:00	9	8	2010	2234829	2234809	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		J. Witt			2020-09-01T18:10:31.704Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2308508677	ad43e954-dd79-4986-ae34-9ccdbd8bf568	GU680598	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.77	-93.85							2008-07-09T00:00:00	9	7	2008	2234822	2234822	PRESERVED_SPECIMEN							CC_BY_4_0		S.Adamowicz			2020-09-01T18:10:18.020Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2308443811	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG449058	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		SPECIES	Daphnia dentifera Forbes, 1893	Daphnia dentifera		CA	Canada:Ontario, Crawford lake, vegetation		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	43.47	-79.95							2016-06-15T00:00:00	15	6	2016	8264455	8264455	PRESERVED_SPECIMEN					Manuel Elias-Gutierrez		CC_BY_4_0		Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-01T18:10:17.089Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2308392813	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG316145	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba, Churchill, 16 km E Churchill, tundra ponds, Vegetation & margins		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.76	-93.92							2010-08-09T00:00:00	9	8	2010	2234829	2234809	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		J. Witt			2020-09-01T18:10:18.052Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2308210963	ad43e954-dd79-4986-ae34-9ccdbd8bf568	GU680597	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.77	-93.85							2008-07-09T00:00:00	9	7	2008	2234822	2234822	PRESERVED_SPECIMEN							CC_BY_4_0		C.Carr, S.McCubbin, J.Sones			2020-09-01T18:10:34.502Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2308074249	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HQ966511	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		SPECIES	Daphnia dentifera Forbes, 1893	Daphnia dentifera		CA	Canada		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	48.59	-86.29							2009-08-05T00:00:00	5	8	2009	8264455	8264455	PRESERVED_SPECIMEN							CC_BY_4_0		N. Jeffery			2020-09-01T18:10:31.419Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2308053982	ad43e954-dd79-4986-ae34-9ccdbd8bf568	JN233921	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Manitoba, Churchill, 11 km S Churchill, Churchill River weir, weir channel		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.67	-94.16							2006-08-16T00:00:00	16	8	2006	2234822	2234822	PRESERVED_SPECIMEN					Manuel Elias-Gutierrez		CC_BY_4_0		M.Elias, M.Pearce			2020-09-01T18:10:17.229Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2307871083	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG315635	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba, Churchill, 16 km E Churchill, tundra ponds, Vegetation & margins		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.76	-93.92							2010-08-09T00:00:00	9	8	2010	2234829	2234809	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		J. Witt			2020-09-01T18:10:31.119Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2307791124	ad43e954-dd79-4986-ae34-9ccdbd8bf568	HM909470	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.74	-93.82							2002-08-14T00:00:00	14	8	2002	2234829	2234809	PRESERVED_SPECIMEN							CC_BY_4_0					2020-09-01T18:10:42.792Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2307660017	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG448904	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia dentifera		SPECIES	Daphnia dentifera Forbes, 1893	Daphnia dentifera		CA	Canada:Ontario, Crawford lake		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	43.47	-79.95							2016-06-03T00:00:00	3	6	2016	8264455	8264455	PRESERVED_SPECIMEN					Manuel Elias-Gutierrez		CC_BY_4_0		Manuel Elias-Gutierrez, Martha Valdez-Moreno & Kate Perez			2020-09-01T18:10:17.110Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2307625416	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MF744361	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia ambigua		SPECIES	Daphnia ambigua Scourfield, 1947	Daphnia ambigua		CA	Canada:Ontario, Point Pelee NP, 15km SE of Leamington, Marsh Boardwalk Trail, open water		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	41.97	-82.53							2010-06-22T00:00:00	22	6	2010	2234836	2234836	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		T.F.Mitterboeck, C.Vandermeer, V.Junea, C.Sobel			2020-09-01T18:10:18.105Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2307254401	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG448989	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia ambigua		SPECIES	Daphnia ambigua Scourfield, 1947	Daphnia ambigua		CA	Canada:Ontario, Pond in the other side Guelph Lake		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	43.62	-80.21							2015-10-29T00:00:00	29	10	2015	2234836	2234836	PRESERVED_SPECIMEN					Manuel Elias-Gutierrez		CC_BY_4_0		Martha Valdez-Moreno, Manuel Elias-Gutierrez & Kate Perez			2020-09-01T18:10:15.296Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2306848867	ad43e954-dd79-4986-ae34-9ccdbd8bf568	EU702133	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia magna		SPECIES	Daphnia magna Straus, 1820	Daphnia magna		CA	Canada:Ontario		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	45.22	-78.93							2006-07-23T00:00:00	23	7	2006	2234822	2234822	PRESERVED_SPECIMEN					Manuel Elias Gutierrez		CC_BY_4_0		Manuel Elias Gutierrez			2020-09-01T18:10:15.087Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
2306561111	ad43e954-dd79-4986-ae34-9ccdbd8bf568	MG318170	Animalia	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia middendorffiana		SPECIES	Daphnia tenebrosa Sars, 1899	Daphnia tenebrosa		CA	Canada:Manitoba, Churchill, 16 km E Churchill, tundra ponds, Vegetation & margins		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230	58.76	-93.92							2010-08-09T00:00:00	9	8	2010	2234829	2234809	PRESERVED_SPECIMEN					Angela Telfer		CC_BY_4_0		J. Witt			2020-09-01T18:10:16.036Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES
