ID,NAME,Acanthocyclops vernalis,Aglaodiaptomus leptopus,Alona affinis,Alona costata,Alona guttata,Alona rectangula,Alonella nana,Bosmina coregoni,Bosmina hagmanni,Bosmina longirostris,Ceriodaphnia pulchella,Ceriodaphnia quadrangula,Ceriodaphnia reticulata,Chydorus sphaericus,Cyclops scutifer,Daphnia ambigua,Daphnia dentifera,Daphnia galeata,Daphnia longiremis,Daphnia middendorffiana,Daphnia pulex,Daphnia schodleri,Diacyclops thomasi,Diaphanosoma birgei,Epischura nevadensis,Eucyclops agilis,Eurycercus lamellatus,Hesperodiaptomus arcticus,Hesperodiaptomus franciscanus,Hesperodiaptomus kenai,Hesperodiaptomus shoshone,Heterocope septentrionalis,Holopedium gibberum,Leptodiaptomus angustilobus,Leptodiaptomus novamexicanus,Leptodiaptomus nudus,Leptodiaptomus sicilis,Leptodiaptomus signicauda,Leptodiaptomus tyrrelli,Leptodora kindtii,Macrocyclops albidus,Microcyclops varicans,Orthocyclops modestus,Polyphemus pediculus,Scapholeberis kingi,Sida crystallina,Simocephalus vetulus,Skistodiaptomus oregonensis,LATITUDE,LONGITUDE,FISH_STOCKING,RECENT_DATE,RECENT_REF,RESEARCH_GROUP,#_YEARS_SAMPLED
313,YUK2 (Chadden),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60.67424,-134.9811,1,1990,Swadling_et_al_2000,Swadling,1
314,YUK3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60.74164,-135.04414,1,1990,Swadling_et_al_2000,Swadling,1
316,YUK1 (Chadburn),0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,60.64711,-134.95289,0,1990,Swadling_et_al_2000,Swadling,2
317,Fox,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61.23267,-135.45945,0,1975,Lindsey_et_al_1981,Patalas,1
318,Marsh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.49775,-134.33615,0,1970,Lindsey_et_al_1981,Patalas,1
319,YUK5 (Louise),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,60.7,-135.28333,0,1990,Swadling_et_al_2000,Swadling,1
320,McClintock,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.58885,-133.92209,0,1970,Lindsey_et_al_1981,Patalas,1
321,YUK4 (Fish_stn5),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,60.61667,-135.23333,0,1990,Swadling_et_al_2000,Swadling,3
322,Nares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.16257,-134.65894,0,1970,Lindsey_et_al_1981,Patalas,2
323,Neskataheen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60.17638,-137.07705,0,1977,Rankin_et_al_1983,DFO_Pacific_Station,1
324,Onion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.09417,-137.42569,0,NA,Patalas_et_al_1994,Patalas,1
325,Klukshu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60.31461,-137.01593,0,1977,Rankin_et_al_1983,DFO_Pacific_Station,1
327,Mush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.30258,-137.44918,0,NA,Patalas_et_al_1994,Patalas,1
328,Bates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.25472,-137.59161,0,NA,Patalas_et_al_1994,Patalas,1
329,Kloo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60.95755,-137.85658,0,1975,Lindsey_et_al_1981,Patalas,1
331,Dezadeash,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.46022,-137.00303,0,1975,Lindsey_et_al_1981,Patalas,2
333,Pine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,60.81842,-137.44333,0,1975,Lindsey_et_al_1981,Patalas,1
334,Aishihik,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.46813,-137.22473,0,1970,Lindsey_et_al_1981,Patalas,1
335,Sockeye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.50389,-137.62804,0,NA,Patalas_et_al_1994,Patalas,1
336,Kathleen Lake (Upper),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.53317,-137.48112,0,1975,Lindsey_et_al_1981,Patalas,1
337,Kathleen Lake (Lower),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.57295,-137.29269,0,1975,Lindsey_et_al_1981,Patalas,1
338,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.39097,-136.66607,0,1974,Lindsey_et_al_1981,Patalas,1
339,Indian Springs Lake (W46),1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,49.12749499,-113.873222,0,1975,Anderson_Donald_1976b,EC_CWS,3
340,Buffalo Creek Pond,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,49.12788797,-113.854915,1,1975,Anderson_Donald_1976b,EC_CWS,5
342,Rowe Lake (middle),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.05244951,-114.055998,0,1975,Anderson_Donald_1976b,EC_CWS,2
343,Carthew Pond,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.02849656,-113.9883549,0,1972,Anderson_Donald_1976b,EC_CWS,2
344,Waterton Lake (upper),1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,49.0230211,-113.9025625,1,1975,Anderson_et_al_1976,EC_CWS,7
345,Knight's Lake,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,49.08995206,-113.8536415,1,1975,Anderson_et_al_1976,EC_CWS,7
346,Lineham Lake (south),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07199813,-114.0738772,1,1971,Anderson_Donald_1976a,EC_CWS,1
347,Maskinonge Lake,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,49.10776477,-113.8362456,0,1973,Anderson_Donald_1976b,EC_CWS,3
348,Lineham Lake (north),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07736566,-114.0740821,1,1971,Anderson_Donald_1976a,EC_CWS,1
349,Pond (near park entrance buildings),0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,49.1136216,-113.8442686,0,1972,Anderson_Donald_1976b,EC_CWS,1
350,Buffalo Paddock Pond (W45D),1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,49.12228946,-113.8589936,0,1975,Anderson_Donald_1976b,EC_CWS,1
351,Twin Lake (upper),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.13415892,-114.157435,1,1975,Anderson_Donald_1976a,EC_CWS,3
352,Buffalo Paddock Lake,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,49.12736025,-113.8609442,1,1975,Anderson_Donald_1976a,EC_CWS,1
353,Twin Lake (lower),0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.13224047,-114.1518959,1,1975,Anderson_Donald_1976a,EC_CWS,3
354,Beaver Pond D (W64),0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,49.12458476,-113.8527923,1,1975,Anderson_Donald_1976b,EC_CWS,1
355,Beaver Pond B (W31),1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,49.06055268,-113.7460027,1,1971,Anderson_Donald_1976b,EC_CWS,1
356,Carthew Lake (lower),1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0279015,-113.9908231,1,1971,Anderson_Donald_1976a,EC_CWS,2
357,Buffalo Paddock Pond (W45B),1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49.12614722,-113.8623275,0,1975,Anderson_Donald_1976b,EC_CWS,1
358,Allison Lake,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,49.12269046,-113.8142871,0,1975,Anderson_Donald_1976b,EC_CWS,3
359,Lost Lake,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.14716372,-114.1452523,0,1975,Anderson_Donald_1976a,EC_CWS,6
360,Carthew Lake (upper),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.02521822,-113.995738,1,1971,Anderson_Donald_1976a,EC_CWS,2
361,Buffalo Paddock Pond (W45C),1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49.12484491,-113.8644048,0,1975,Anderson_Donald_1976b,EC_CWS,1
362,Beaver Pond A (W33),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,49.05564483,-113.7416663,1,1971,Anderson_Donald_1976b,EC_CWS,1
363,Indian Springs Pond (W49),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,49.12435113,-113.878414,0,1975,Anderson_Donald_1976b,EC_CWS,1
364,Peck's Basin,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.12102701,-114.147412,0,1971,Anderson_Donald_1976b,EC_CWS,2
365,Indian Springs Pond (W48C),1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,49.12963476,-113.8786789,0,1975,Anderson_Donald_1976b,EC_CWS,2
366,Lineham Lake (main),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.07191565,-114.061475,1,1971,Anderson_Donald_1976a,EC_CWS,1
367,Indian Springs Pond (W48A),1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,49.12757982,-113.8784639,0,1975,Anderson_Donald_1976b,EC_CWS,2
368,Buffalo Lake,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,49.12918618,-113.8584308,1,1975,Anderson_Donald_1976a,EC_CWS,2
370,Loon Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,49.04497039,-113.8937947,0,1971,Anderson_Donald_1976b,EC_CWS,1
371,Summit Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0070112,-114.0251727,0,1975,Anderson_Donald_1976b,EC_CWS,3
372,Cameron Lake,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.00806642,-114.049345,1,1975,Anderson_Donald_1976a,EC_CWS,4
373,Lonesome Lake,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,49.07392402,-113.8912595,0,1975,Anderson_Donald_1976b,EC_CWS,3
374,Bertha Lake,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.02315026,-113.9438177,1,1995,Donald_1996_Pers_Comms,EC_CWS,3
375,Crypt Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.00141124,-113.8405757,0,1975,Anderson_Donald_1976a,EC_CWS,2
376,Lone Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.08861595,-114.1313528,1,1971,Anderson_Donald_1976a,EC_CWS,1
377,Alderson Lake,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0294369,-113.9750022,1,1975,Anderson_Donald_1976a,EC_CWS,3
378,Rowe Lake (lower),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.05337345,-114.0502761,0,1975,Anderson_Donald_1976a,EC_CWS,3
379,Linnet Lake,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,49.06174054,-113.9048733,1,1975,Anderson_Donald_1976b,EC_CWS,6
380,Rowe Lake (upper),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.05056398,-114.0593126,0,1975,Anderson_Donald_1976b,EC_CWS,3
381,Indian Springs North Pond (W47),1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,49.13177628,-113.8736341,0,1975,Anderson_Donald_1976b,EC_CWS,2
382,Goat Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1629509,-114.0912916,1,1975,Anderson_Donald_1976a,EC_CWS,3
383,Giant's Mirror,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,49.05220571,-113.6868738,1,1971,Anderson_Donald_1976a,EC_CWS,1
384,Akamina Lake,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.02332466,-114.0402063,1,1971,Anderson_Donald_1976a,EC_CWS,1
385,Crandell Lake,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.08681008,-113.9674315,1,1975,Anderson_Donald_1976a,EC_CWS,4
386,Kesler Lake,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49.18313645,-113.9371776,0,1971,Anderson_Donald_1976b,EC_CWS,1
387,Ruby Lake,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.09238934,-114.0197412,0,1971,Anderson_Donald_1976a,EC_CWS,1
388,Beaver Pond C (W63),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49.12139833,-113.8492235,1,1975,Anderson_Donald_1976b,EC_CWS,1
389,Beaver Pond E (W65),1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,49.12690689,-113.8538441,0,1975,Anderson_Donald_1976b,EC_CWS,1
390,Bellevue Terrace (north pond),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.10538822,-113.8757813,0,1975,Anderson_Donald_1976b,EC_CWS,1
391,Bellevue Terrace (south pond),1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.10413924,-113.8778741,0,1975,Anderson_Donald_1976b,EC_CWS,1
392,Indian Springs Pond (W48B),1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,49.12870803,-113.8786801,0,1975,Anderson_Donald_1976b,EC_CWS,2
393,Indian Springs Pond (W48D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.13019367,-113.8779161,0,1975,Anderson_Donald_1976b,EC_CWS,1
394,Indian Springs Pond (W48E),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.13153952,-113.8762666,0,1975,Anderson_Donald_1976b,EC_CWS,1
395,Indian Springs Pond (W50B),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,49.12569017,-113.8806301,0,1975,Anderson_Donald_1976b,EC_CWS,1
396,Temporary Pond (W60),1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,49.0684806,-113.8898343,0,1975,Anderson_Donald_1976b,EC_CWS,3
397,Waterton Lake (lower),1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49.05250448,-113.8807625,1,1975,Anderson_et_al_1976,EC_CWS,7
398,Twintree Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53.38217457,-119.0947652,1,1983,Donald_et_al_1985,EC_CWS,1
400,Hidden Lake,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.87810479,-118.1607927,1,1978,Anderson_Donald_1980,EC_CWS,1
401,Summit Lake (north),1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52.89379611,-117.7658784,0,1968,Anderson_1974,EC_CWS,1
402,Trefoil Lake (#2),0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52.89148954,-118.0509312,1,1994,Donald_1996_Pers_Comms,EC_CWS,2
403,Honeymoon Lake (little),0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,52.56027567,-117.6848968,0,1996,Donald_et_al_2001,EC_CWS,3
404,O'Beirne Lake #3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.91386284,-118.6108965,0,1983,Donald_et_al_1985,EC_CWS,1
405,Amber (#4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.81481688,-117.8876286,0,1968,Anderson_1974,EC_CWS,1
406,Henry Pond (west),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.93837386,-118.2773128,0,1968,Anderson_1974,EC_CWS,1
407,Leach Pond (#1),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,52.68246266,-117.8998097,0,1970,Anderson_1974,EC_CWS,1
409,Dolly Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.30578882,-118.6138613,1,1983,Donald_et_al_1985,EC_CWS,1
410,Kidney Lake,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,53.35358822,-118.3490727,0,1984,Donald_et_al_1985,EC_CWS,1
411,Caribou Lake (lower),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,53.41679575,-118.940275,1,1980,Donald_et_al_1985,EC_CWS,1
