ID,NAME,Acanthocyclops vernalis,Aglaodiaptomus leptopus,Alona affinis,Alona costata,Alona guttata,Alona rectangula,Alonella nana,Bosmina coregoni,Bosmina hagmanni,Bosmina longirostris,Ceriodaphnia pulchella,Ceriodaphnia quadrangula,Ceriodaphnia reticulata,Chydorus sphaericus,Cyclops scutifer,Daphnia ambigua,Daphnia dentifera,Daphnia galeata,Daphnia longiremis,Daphnia middendorffiana,Daphnia pulex,Daphnia schodleri,Diacyclops thomasi,Diaphanosoma birgei,Epischura nevadensis,Eucyclops agilis,Eurycercus lamellatus,Hesperodiaptomus arcticus,Hesperodiaptomus franciscanus,Hesperodiaptomus kenai,Hesperodiaptomus shoshone,Heterocope septentrionalis,Holopedium gibberum,Leptodiaptomus angustilobus,Leptodiaptomus novamexicanus,Leptodiaptomus nudus,Leptodiaptomus sicilis,Leptodiaptomus signicauda,Leptodiaptomus tyrrelli,Leptodora kindtii,Macrocyclops albidus,Microcyclops varicans,Orthocyclops modestus,Polyphemus pediculus,Scapholeberis kingi,Sida crystallina,Simocephalus vetulus,Skistodiaptomus oregonensis,LATITUDE,LONGITUDE,FISH_STOCKING,RECENT_DATE,RECENT_REF,RESEARCH_GROUP,#_YEARS_SAMPLED
726,Picklejar (#2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.52034902,-114.7743782,0,1969,Anderson_1974,EC_CWS,1
727,Rae Lake,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50.65554109,-114.9729073,0,1966,Anderson_1974,EC_CWS,1
728,Cougar Pond (North),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.66669853,-114.9546803,0,1965,Anderson_1974,EC_CWS,1
729,Elbow Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.63914815,-115.0085048,1,1966,Anderson_1974,EC_CWS,1
730,Chiniki Lake,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.09990498,-114.9271466,0,1971,Anderson_1974,EC_CWS,1
731,Bighorn Lake (little),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.44712708,-115.6513334,0,1967,Anderson_1974,EC_CWS,1
732,Gravel Pit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.24459824,-115.5105658,0,1968,Anderson_1974,EC_CWS,1
733,Minnewanka Lake,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.25705575,-115.4587128,1,1995,Donald_1996_Pers_Comms,EC_CWS,2
734,Cascade Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.27303252,-115.5978015,0,1967,Anderson_1974,EC_CWS,1
735,Two Jack Lake,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.22657851,-115.4973555,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,3
736,Johnson Lake,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.19730334,-115.4866288,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,3
737,Bighorn Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.46476053,-115.6481646,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,7
738,Goat Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.44707864,-115.8592225,0,1966,Anderson_1974,EC_CWS,1
739,Hogarth (South),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,50.79302121,-115.3190525,1,1965,Anderson_1974,EC_CWS,1
740,Three Lakes Valley Lower Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.81980325,-115.27591,0,2013,Loewen_Vinebrooke_2016,Vinebrooke,1
741,Three Lakes Valley Pond,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.81741185,-115.2814497,0,2013,Loewen_Vinebrooke_2016,Vinebrooke,1
742,Owl Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.86191725,-115.5325844,1,1970,Anderson_1974,EC_CWS,1
743,Marvel Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.87772487,-115.5568785,1,1970,Anderson_1974,EC_CWS,1
744,Leman Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.75092306,-115.4193292,1,1970,Anderson_1974,EC_CWS,1
745,Spray Lake,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50.92912924,-115.3284665,1,1995,Donald_1996_Pers_Comms,EC_CWS,1
746,Chester Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.81182005,-115.2736915,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,1
747,Vermilion Lake (#1),1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,51.18063855,-115.5945833,1,1969,Anderson_1974,EC_CWS,1
748,Vermilion Lake (#2),0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,51.17923281,-115.6025952,1,1969,Anderson_1974,EC_CWS,1
749,Black Rock Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.12096965,-115.9151702,1,1972,Anderson_1974,EC_CWS,1
750,Scarab Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.09908825,-115.9168678,1,1968,Anderson_1974,EC_CWS,1
751,Mummy Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.08923168,-115.9138996,1,1968,Anderson_1974,EC_CWS,1
752,Nameless Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.61113482,-116.3716086,0,NA,Donald_1996_Pers_Comms,EC_CWS,1
753,Altrude Lake (West),0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.23042591,-116.0482919,1,1970,Anderson_1974,EC_CWS,1
754,Kingfisher Pond,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,51.41591816,-116.1662766,1,1996,Donald_1996_Pers_Comms,EC_CWS,3
755,Plateau Pond A,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51.38016173,-115.9712447,0,2013,Loewen_Vinebrooke_2016,Vinebrooke,1
756,Altrude Lake (East),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.23349538,-116.0420551,1,1994,Donald_1996_Pers_Comms,EC_CWS,2
757,Herbert Lake (little),1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,51.45131834,-116.2169091,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,10
758,Consolation Lake (upper),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.30946596,-116.1495846,1,1994,Donald_1996_Pers_Comms,EC_CWS,6
759,Herbert Pond,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.45710033,-116.2236902,0,1974,Mayhood_Anderson_1976,EC_CWS,4
760,B320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6729386,-116.131095,0,NA,Donald_1996_Pers_Comms,EC_CWS,1
763,Sentinel Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.33472579,-116.2207633,0,2013,Fischer_et_al_2015,Fischer,10
764,Consolation Lake (lower),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.3157218,-116.1529271,1,1994,Donald_1996_Pers_Comms,EC_CWS,3
765,Hector Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51.58660353,-116.3629113,1,1994,Donald_1996_Pers_Comms,EC_CWS,1
766,Brachiopod Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.47997817,-116.0264018,0,1975,Mayhood_Anderson_1976,EC_CWS,3
767,Kingfisher Lake,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51.41040274,-116.1620345,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,7
768,Katherine Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.68571661,-116.3913926,1,1966,Anderson_1974,EC_CWS,1
769,Rockbound Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.3145975,-115.9319177,1,1994,Donald_1996_Pers_Comms,EC_CWS,2
770,Ptarmigan Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.48398165,-116.0766658,1,1996,Donald_1996_Pers_Comms,EC_CWS,3
771,Arnica Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.22189839,-115.9984192,1,1970,Anderson_1974,EC_CWS,1
772,Copper Lake,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,51.26051639,-115.9229958,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,4
773,Louise Lake,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.41254799,-116.2268751,1,2012,Fischer_Vinebrooke_Unpublished,Fischer,7
774,Lost Lake,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,51.47389373,-116.2750962,1,2009,MacLennan_et_al_2015,Vinebrooke,4
775,Bow Lake,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.67242934,-116.4598863,1,2013,Fischer_et_al_2015,Fischer,3
776,Taylor Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.2955368,-116.0979065,1,1994,Donald_1996_Pers_Comms,EC_CWS,4
777,Smith Lake,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51.24966924,-115.9256851,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,2
778,O'Brien Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.28654735,-116.0832263,1,1994,Donald_1996_Pers_Comms,EC_CWS,4
779,McNair Pond,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,51.40680925,-116.157485,1,1975,Mayhood_Anderson_1976,EC_CWS,3
780,Annette Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.36724874,-116.2097823,0,2013,Fischer_et_al_2015,Fischer,4
782,Boom Lake,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,51.26323628,-116.0955577,1,2012,Fischer_Vinebrooke_Unpublished,Fischer,6
783,Eiffel Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.32117273,-116.2437963,0,2013,Fischer_et_al_2015,Fischer,10
784,Vista Lake,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,51.2390003,-116.0226731,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,4
785,Herbert Lake,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,51.45954082,-116.2228859,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,10
786,Agnes Lake,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.41462824,-116.2480793,1,1994,Anderson_1974,EC_CWS,5
787,Mud Lake,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,51.44098276,-116.1769856,1,1994,Donald_1996_Pers_Comms,EC_CWS,3
788,Baker Lake (little),0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.48507756,-116.0297641,1,1994,Donald_1996_Pers_Comms,EC_CWS,3
789,Helen Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.68581962,-116.413408,1,1966,Anderson_1974,EC_CWS,1
790,Moraine Lake,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.32206974,-116.1845117,1,2013,Loewen_Vinebrooke_2016,Vinebrooke,7
791,Turquoise Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.57258799,-116.3904804,1,1966,Anderson_1974,EC_CWS,1
792,Tilted Lake,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,51.4844679,-116.0245635,1,1979,Donald_1996_Pers_Comms,EC_CWS,3
793,Redoubt Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.47286034,-116.0734779,1,2013,Fischer_et_al_2015,Fischer,4
794,Temple Lake,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,51.36490387,-116.1812805,1,1995,Donald_1996_Pers_Comms,EC_CWS,3
795,Baker Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,51.49240496,-116.0405561,1,1994,Donald_1996_Pers_Comms,EC_CWS,3
796,Island Lake,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,51.391864,-116.1135627,0,2009,MacLennan_et_al_2015,Vinebrooke,3
797,Hidden Lake,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.48527504,-116.1090162,1,1995,Donald_1996_Pers_Comms,EC_CWS,3
799,Galatea Lake (Upper),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.86289761,-115.2720755,1,1969,Anderson_1974,EC_CWS,1
800,Galatea Lake (Lower),0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.86553341,-115.2648581,1,1969,Anderson_1974,EC_CWS,1
801,Ribbon Lake,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.88629586,-115.2435988,1,1969,Anderson_1974,EC_CWS,1
802,Lawson Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.67736826,-115.266103,0,1969,Anderson_1974,EC_CWS,1
803,Evan-Thomas (Wedge Pond),1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,50.87258438,-115.1496783,1,1969,Anderson_1974,EC_CWS,1
805,Cuthead Pond (south),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.45023,-115.75232,0,1968,Anderson_Donald_1978a,EC_CWS,1
806,Cuthead Pond (north),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,51.45108603,-115.7530113,0,2000,McMaster_Schindler_2005,Vinebrooke,3
807,Snowflake Pond,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51.60686545,-115.824347,0,2013,Loewen_Vinebrooke_2016,Vinebrooke,6
808,Snowflake Gully Pond 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.604497,-115.819594,0,2013,Loewen_Vinebrooke_2016,Vinebrooke,1
809,Tadpole Pond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.216821,-114.42996,0,1967,Anderson_1974,EC_CWS,1
847,Big Bird,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.622291,-118.593256,0,NA,Kubly_1983,Kubly,1
848,Granite2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.863073,-118.620484,0,NA,Kubly_1983,Kubly,1
850,Pear2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,36.601206,-118.667395,0,NA,Kubly_1983,Kubly,1
851,Marion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.974512,-118.517216,0,NA,Kubly_1983,Kubly,1
852,Upper Rae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.800998,-118.398868,0,NA,Kubly_1983,Kubly,1
853,Mt Goddard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.09829,-118.71623,0,NA,Kubly_1983,Kubly,1
854,Ladder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.06906,-118.62,0,NA,Kubly_1983,Kubly,1
856,Lower Palisade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37.059314,-118.48556,0,NA,Kubly_1983,Kubly,1
857,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.691508,-120.916206,1,1998,Larson_2015b_Comms,Vogel,1
858,MR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.44417,-120.73077,0,1993,Liss_et_al_2002,Truitt,1
859,MR12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.40829,-120.71199,1,1998,Liss_et_al_2002,Truitt,2
860,MR14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.402523,-120.738225,1,1993,Liss_et_al_2002,Truitt,4
861,MR13-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4024,-120.74773,0,1993,Liss_et_al_2002,Truitt,4
